,,,,,,,,,
Anzahl,GUID,NameDeutsch,DCL,ItemTyp,ausgerüstet in,Beeinflusst Gebäude,Buffs,Expedition,Seltenheit
0,116187,Der 'Bauerntölpel'- Zigarrenroller,The Passage,GuildhouseItem,, Alle Nutzpflanzenfarmen ,Produktion(25%) Zusatzprodukte:  Zigarren(25) ,Expedition: Geschick (15) ,Legendär
0,116190,Die goldene Erntemaschine der Zukunft,The Passage,GuildhouseItem,, Alle Nutzpflanzenfarmen ,Produktion(25%) Zusatzprodukte:  Gold(25) ,Expedition: Geschick (25) ,Legendär
0,24079,Landschaftsplaner,,GuildhouseItem,, Alle Nutzpflanzenfarmen ,Arbeitskräfte(10%) Anzahl Module(-20%) ,,Selten
0,24108,Weiterentwickelter Dünger,,GuildhouseItem,, Alle Nutzpflanzenfarmen ,Anzahl Module(-30%) ,,Selten
0,24151,Lehrbuch der Landwirtschaft für Fortgeschrittene,,GuildhouseItem,, Alle Nutzpflanzenfarmen ,Anzahl Module(30%) ,,Selten
0,190860,Kipppflug,,GuildhouseItem,, Alle Nutzpflanzenfarmen ,Produktion(35%) ,,Selten
0,190863,Kunstdünger,,GuildhouseItem,, Alle Nutzpflanzenfarmen ,Produktion(50%) Anzahl Module(25%) ,,Selten
0,24012,Bodenprobennehmer,,GuildhouseItem,, Alle Nutzpflanzenfarmen ,Produktion(15%) Arbeitskräfte(10%) ,,Ungewöhnlich
0,24100,Einfacher Dünger,,GuildhouseItem,, Alle Nutzpflanzenfarmen ,Anzahl Module(-10%) ,,Ungewöhnlich
0,24107,Fortschrittlicher Dünger,,GuildhouseItem,, Alle Nutzpflanzenfarmen ,Anzahl Module(-20%) ,,Ungewöhnlich
0,24114,Grundlehrbuch der Landwirtschaft,,GuildhouseItem,, Alle Nutzpflanzenfarmen ,Anzahl Module(20%) ,,Ungewöhnlich
0,190859,Scharpflug,,GuildhouseItem,, Alle Nutzpflanzenfarmen ,Produktion(25%) ,,Ungewöhnlich
0,190862,Holzasche,,GuildhouseItem,, Alle Nutzpflanzenfarmen ,Produktion(30%) Anzahl Module(15%) ,,Ungewöhnlich
0,193187,"Alexander Hancock, Vater der Kartoffel",,GuildhouseItem,, Alle Nutzpflanzenfarmen der Alten Welt  Hacienda- Kartoffelhof ,Produktion(80%) Zusatzprodukte:  Kartoffeln(8) Anzahl Module(35%) ,Expedition: Männlich Glaube (25) Heilkunst (20) Hypnotiseur ,Episch
0,190752,"Cosmo Castelli, Wegbereiter der Agrarwissenschaft",,GuildhouseItem,, Alle Nutzpflanzenfarmen der Alten Welt  Hacienda- Kartoffelhof  Hacienda- Getreidefarm ,Produktion(70%) Arbeitskräfte(-80%) Anzahl Module(35%) ,Expedition: Männlich Geschick (50) Redegabe (30) ,Legendär
0,190693,"Dr. Ali Al-Zahir, Botanischer Direktor",,GuildhouseItem,, Alle Nutzpflanzenfarmen der Neuen Welt ,Produktion(30%) Zusatzprodukte:  Paprika(16) Kartoffeln(13) Trauben(17) Getreide(14) Hopfen(15) Attraktivität(7) ,Expedition: Männlich Geschick (50) ,Legendär
0,110938,Innovative Druckerpresse,,GuildhouseItem,, Alle Produktionsgebäude ,Produktion(25%) Arbeitskräfte(-40%) ,,Episch
0,110944,Saal der Symbiosen,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(-25%) Arbeitskräfte(-40%) ,,Episch
0,111179,Bekonin der Freigeist,,GuildhouseItem,, Alle Produktionsgebäude ,Produktion(25%) Unterhaltskosten(-20%) Arbeitskräfte(-25%) ,Expedition: Männlich Redegabe (50) ,Episch
0,112366,Hebehüne V2,SunkenTreasure,GuildhouseItem,, Alle Produktionsgebäude ,Produktion(25%) ,Expedition: Kampfkraft (20) ,Episch
0,112372,SubordiNateur Nr. 360,SunkenTreasure,GuildhouseItem,, Alle Produktionsgebäude ,Arbeitskräfte(-30%) ,,Episch
0,190820,Eisen-Glas-Gerüst,,GuildhouseItem,, Alle Produktionsgebäude ,Attraktivität(3) Brandgefahr(-50%) ,,Episch
0,190826,Oxfords Elektroglocke,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(-20%) Arbeitskräfte(-40%) ,,Episch
0,190829,Pertwees Turbo-Generator,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(50%) liefert Elektrizität ,Expedition: Geschick (60) ,Episch
0,191677,Von Malchings Arbeitergesetzes-vorhaben,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(-50%) Brandgefahr(40%) ,,Episch
0,191683,Fizgigs Fabelhafte Feuerschutz-Fehlervermeidung,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(15%) Brandgefahr(-70%) ,,Episch
0,192305,Extrem laute Glocke,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(-25%) Arbeitskräfte(-50%) ,,Episch
0,192450,"Feras Alsarami, Meister der Hypnose",,GuildhouseItem,, Alle Produktionsgebäude ,Produktion(50%) Unterhaltskosten(-10%) Arbeitskräfte(-10%) Aufstandsgefahr(-200%) ,Expedition: Männlich Redegabe (20) Hypnotiseur ,Episch
0,24087,Mathematikerin,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(-10%) Arbeitskräfte(-10%) ,,Legendär
0,112367,Hebehüne V3,SunkenTreasure,GuildhouseItem,, Alle Produktionsgebäude ,Produktion(35%) ,Expedition: Kampfkraft (30) ,Legendär
0,112373,Human-InkarNateur Nr. 9,SunkenTreasure,GuildhouseItem,, Alle Produktionsgebäude ,Arbeitskräfte(-50%) ,,Legendär
0,190237,"Angela 'Meg' Iver, Meisterin der Improvisation",,GuildhouseItem,, Alle Produktionsgebäude ,Arbeitskräfte(-20%) liefert Elektrizität ,Expedition: Weiblich Geschick (55) Heilkunst (25) Taucher ,Legendär
0,110937,Heliogravüre,,GuildhouseItem,, Alle Produktionsgebäude ,Arbeitskräfte(-30%) ,,Selten
0,110943,Kammer der Genossenschaft,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(-20%) ,,Selten
0,112365,Hebehüne V1,SunkenTreasure,GuildhouseItem,, Alle Produktionsgebäude ,Produktion(15%) ,Expedition: Kampfkraft (10) ,Selten
0,112371,PersoNateur Nr. 531,SunkenTreasure,GuildhouseItem,, Alle Produktionsgebäude ,Arbeitskräfte(-15%) ,,Selten
0,190819,Doppelgerüst,,GuildhouseItem,, Alle Produktionsgebäude ,Attraktivität(2) Brandgefahr(-40%) ,,Selten
0,190825,Eiserne Werksglocke,,GuildhouseItem,, Alle Produktionsgebäude ,Arbeitskräfte(-30%) ,,Selten
0,190828,Dampfturbine,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(75%) Aufstandsgefahr(50%) liefert Elektrizität ,Expedition: Geschick (45) ,Selten
0,191676,Zertifizierter Industriestandard,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(-25%) Brandgefahr(30%) ,,Selten
0,191682,Brandschutzdirektive,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(10%) Brandgefahr(-50%) ,,Selten
0,110936,Schreibmaschine,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(10%) Arbeitskräfte(-20%) ,,Ungewöhnlich
0,110942,Halle der Gemeinschaft,,GuildhouseItem,, Alle Produktionsgebäude ,Produktion(-10%) Unterhaltskosten(-15%) ,,Ungewöhnlich
0,190818,Eisengerüst,,GuildhouseItem,, Alle Produktionsgebäude ,Brandgefahr(-30%) ,,Ungewöhnlich
0,190824,Alte Werksglocke,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(10%) Arbeitskräfte(-20%) ,,Ungewöhnlich
0,190827,Dynamo,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(100%) Aufstandsgefahr(70%) liefert Elektrizität ,Expedition: Geschick (30) ,Ungewöhnlich
0,191675,Inspektionszertifikat,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(-10%) Brandgefahr(20%) ,,Ungewöhnlich
0,191681,Brandschutzplakat,,GuildhouseItem,, Alle Produktionsgebäude ,Unterhaltskosten(5%) Brandgefahr(-30%) ,,Ungewöhnlich
0,136647,"Marie-Louise CarÃªme, Küchenchefin",Tourism,GuildhouseItem,, Alle Restaurants (kein Monument) ,Zusatzprodukte:  Fleischkonserven(2) Attraktivität(30) Arbeitskräfte(75%) ,Expedition: Weiblich Redegabe (15) Geschick (10) ,Episch
0,136648,Souschef,Tourism,GuildhouseItem,, Alle Restaurants (kein Monument) ,Attraktivität(25) Unterhaltskosten(-30%) Arbeitskräfte(50%) ,Expedition: Weiblich Heilkunst (5) Geschick (15) ,Selten
0,136649,Entremetier,Tourism,GuildhouseItem,, Alle Restaurants (kein Monument) ,Zusatzprodukte:  Konfitüre(3) Arbeitskräfte(50%) ,Expedition: Männlich Kampfkraft (10) Geschick (5) ,Ungewöhnlich
0,8348,Valentina Ãlvarez,New World Rising,GuildhouseItem,, Alle Rinderfarmen  Sanga-Farm ,Produktion(50%) Zusatzprodukte:  Milch(3) Kräuter(8) Unterhaltskosten(100%) Arbeitskräfte(125%) ,Expedition: Weiblich Kampfkraft (10) Redegabe (5) ,Selten
0,191425,Zimmermann,,GuildhouseItem,, Alle Schreinereien ,Zusatzprodukte:  Holz(3) ,Expedition: Männlich Geschick (15) ,Gewöhnlich
0,191427,Schreinerin,,GuildhouseItem,, Alle Schreinereien  Alle Holzfällerhütten ,Produktion(20%) ,Expedition: Weiblich Geschick (25) ,Ungewöhnlich
0,192358,Beryls Schützling,,GuildhouseItem,, Alle Schreinereien  Alle Holzfällerhütten ,Produktion(50%) ,Expedition: Weiblich Geschick (20) ,Ungewöhnlich
0,191430,Morris der Handwerksmeister,,GuildhouseItem,, Alle Schreinereien  Fensterfabrik ,Zusatzprodukte:  Perlen(4) Unterhaltskosten(-80%) ,Expedition: Männlich Geschick (45) Kampfkraft (20) ,Episch
0,191431,"Elias Papadikas, Dekorateur der Schaufenster",,GuildhouseItem,, Alle Schreinereien  Fensterfabrik ,Produktion(50%) Zusatzprodukte:  Holzfurnier(3) liefert Elektrizität ,Expedition: Männlich Geschick (55) Kampfkraft (30) ,Legendär
0,191429,Möbeltischler,,GuildhouseItem,, Alle Schreinereien  Fensterfabrik ,Produktion(30%) Arbeitskräfte(-60%) ,Expedition: Männlich Geschick (35) Kampfkraft (10) ,Selten
0,190910,Harkers elektrische Drechselbank,,GuildhouseItem,, Alle Schreinereien  Wanza-Holzfällerhütte ,Produktion(50%) Arbeitskräfte(-25%) ,Expedition: Geschick (40) ,Episch
0,190909,Längskreissäge,,GuildhouseItem,, Alle Schreinereien  Wanza-Holzfällerhütte ,Produktion(40%) Brandgefahr(20%) ,Expedition: Geschick (30) ,Selten
0,190908,Kreissäge,,GuildhouseItem,, Alle Schreinereien  Wanza-Holzfällerhütte ,Produktion(30%) Brandgefahr(30%) ,Expedition: Geschick (20) ,Ungewöhnlich
0,24023,Fortschrittlicher Industriegiftfilter,,GuildhouseItem,, Alle Schwerindustrien ,Arbeitskräfte(15%) ,,Episch
0,24163,Fortschrittlicher Kalzinierofen der Pyrphorier,,GuildhouseItem,, Alle Schwerindustrien ,Produktion(35%) ,,Episch
0,24033,Weiterentwickelter Industriegiftfilter,,GuildhouseItem,, Alle Schwerindustrien ,Arbeitskräfte(20%) ,,Legendär
0,24164,Bedinungsanleitung für Maschinen der Pyrphorier,,GuildhouseItem,, Alle Schwerindustrien ,Produktion(25%) ,,Legendär
0,24019,Industriegiftfilter,,GuildhouseItem,, Alle Schwerindustrien ,Arbeitskräfte(10%) ,,Selten
0,24078,Industriechemikerin,,GuildhouseItem,, Alle Schwerindustrien ,Produktion(25%) Arbeitskräfte(10%) ,,Selten
0,24155,Verordnung zur Überbelegung von Fabriken,,GuildhouseItem,, Alle Schwerindustrien ,Produktion(-50%) Arbeitskräfte(-50%) ,,Selten
0,24162,Kalzinierofen der Pyrphorier,,GuildhouseItem,, Alle Schwerindustrien ,Produktion(50%) ,,Selten
0,116177,Rauchmelder,The Passage,GuildhouseItem,, Alle Schwerindustrien ,Brandgefahr(-50%) Aufstandsgefahr(-50%) ,Expedition: Geschick (25) ,Selten
0,24153,Fabrikgesetze,,GuildhouseItem,, Alle Schwerindustrien ,Produktion(-25%) Arbeitskräfte(-25%) ,,Ungewöhnlich
0,24154,Arbeitszeit-&lt;br/&gt;bestimmungen,,GuildhouseItem,, Alle Schwerindustrien ,Produktion(-35%) Arbeitskräfte(-35%) ,,Ungewöhnlich
0,24036,Weiterentwickelte Destillieranlage,,GuildhouseItem,, Alle Tierhöfe ,,,Episch
0,24113,Weiterentwickelte Futterzusätze,,GuildhouseItem,, Alle Tierhöfe ,Produktion(50%) ,,Episch
0,190871,Fabelhafter Futterplatz,,GuildhouseItem,, Alle Tierhöfe ,Produktion(70%) Unterhaltskosten(20%) ,,Episch
0,191583,Rodrigo der Ranchero,,GuildhouseItem,, Alle Tierhöfe ,Zusatzprodukte:  Rindfleisch(4) Unterhaltskosten(-80%) ,Expedition: Männlich Jagdglück (40) Navigation (20) ,Episch
0,192362,Eine Abhilfe,,GuildhouseItem,, Alle Tierhöfe ,Produktion(40%) ,Expedition: Heilkunst (40) ,Episch
0,191580,Schäfer,,GuildhouseItem,, Alle Tierhöfe ,Produktion(10%) ,Expedition: Männlich Jagdglück (10) ,Gewöhnlich
0,24018,Großer Klärtank,,GuildhouseItem,, Alle Tierhöfe ,,,Legendär
0,191584,"Mark van der Mark, Züchter von Schäferhunden",,GuildhouseItem,, Alle Tierhöfe ,Produktion(100%) Zusatzprodukte:  Alpakawolle(3) Anzahl Module(100%) ,Expedition: Männlich Jagdglück (50) Redegabe (30) ,Legendär
0,24016,Klärtank,,GuildhouseItem,, Alle Tierhöfe ,Anzahl Module(25%) ,,Selten
0,24081,Mikrobiologe,,GuildhouseItem,, Alle Tierhöfe ,Arbeitskräfte(10%) ,,Selten
0,190870,Schöner Futterplatz,,GuildhouseItem,, Alle Tierhöfe ,Produktion(70%) Unterhaltskosten(35%) ,,Selten
0,191582,Viehbäuerin,,GuildhouseItem,, Alle Tierhöfe ,Produktion(30%) Arbeitskräfte(-60%) ,Expedition: Weiblich Jagdglück (30) Heilkunst (10) ,Selten
0,24034,Destillieranlage,,GuildhouseItem,, Alle Tierhöfe ,,,Ungewöhnlich
0,24109,Futterzusätze,,GuildhouseItem,, Alle Tierhöfe ,Produktion(20%) ,,Ungewöhnlich
0,190869,Futterplatz,,GuildhouseItem,, Alle Tierhöfe ,Produktion(70%) Unterhaltskosten(50%) ,,Ungewöhnlich
0,191581,Viehhirt,,GuildhouseItem,, Alle Tierhöfe ,Arbeitskräfte(-40%) ,Expedition: Männlich Jagdglück (20) ,Ungewöhnlich
0,190868,Himmlischer Milzbrand-Impfstoff,,GuildhouseItem,, Alle Tierhöfe  All Powered Pastures ,Produktion(40%) ,Expedition: Heilkunst (35) ,Episch
0,190867,Tier-Antibiotika,,GuildhouseItem,, Alle Tierhöfe  All Powered Pastures ,Produktion(30%) ,Expedition: Heilkunst (25) ,Selten
0,190866,Vitaminergänzungen,,GuildhouseItem,, Alle Tierhöfe  All Powered Pastures ,Produktion(20%) ,Expedition: Heilkunst (15) ,Ungewöhnlich
0,1964,Futtermittel-Experte,Seeds of Change,GuildhouseItem,, Alle Tierhöfe der Alten Welt ,Produktion(-15%) Zusatzprodukte:  Mist(3) Unterhaltskosten(75%) Arbeitskräfte(10%) ,Expedition: Männlich Geschick (12) ,Selten
0,190885,Hopedale-Webmaschine,,GuildhouseItem,, Alle Tuchschneidereien ,Produktion(40%) Arbeitskräfte(-25%) ,Expedition: Geschick (20) ,Episch
0,192319,Optimierter automatischer Webstuhl,,GuildhouseItem,, Alle Tuchschneidereien ,Produktion(50%) Unterhaltskosten(-20%) Arbeitskräfte(-25%) ,Expedition: (20) ,Episch
0,190884,Webmaschine,,GuildhouseItem,, Alle Tuchschneidereien ,Produktion(35%) ,Expedition: Geschick (15) ,Selten
0,190883,Mechanischer Webstuhl,,GuildhouseItem,, Alle Tuchschneidereien ,Produktion(25%) ,Expedition: Geschick (10) ,Ungewöhnlich
0,191461,Ziegelmacherin,,GuildhouseItem,, Alle Ziegeleien ,Unterhaltskosten(-100%) ,Expedition: Weiblich Geschick (20) ,Ungewöhnlich
0,191459,Gießer,,GuildhouseItem,, Alle Ziegeleien  Alle Lehmgruben ,Produktion(10%) ,Expedition: Männlich Geschick (10) ,Gewöhnlich
0,190913,Mickletons hydraulische Formmaschine,,GuildhouseItem,, Alle Ziegeleien  Betonwerk ,Produktion(40%) Arbeitskräfte(-25%) ,Expedition: Geschick (20) ,Episch
0,191464,Gerhard der Architekt,,GuildhouseItem,, Alle Ziegeleien  Betonwerk ,Produktion(40%) liefert Elektrizität ,Expedition: Männlich Geschick (40) Kampfkraft (10) ,Episch
0,190912,Stählerne Gussformen,,GuildhouseItem,, Alle Ziegeleien  Betonwerk ,Produktion(35%) ,Expedition: Geschick (15) ,Selten
0,191463,Polier,,GuildhouseItem,, Alle Ziegeleien  Betonwerk ,Zusatzprodukte:  Stahlträger(5) Arbeitskräfte(-60%) ,Expedition: Männlich Geschick (30) Kampfkraft (5) ,Selten
0,190911,Hölzerne Gussformen,,GuildhouseItem,, Alle Ziegeleien  Betonwerk ,Produktion(25%) ,Expedition: Geschick (10) ,Ungewöhnlich
0,190631,PÃ¢tissier Patrice,,GuildhouseItem,, Bäckerei ,Produktion(40%) Attraktivität(5) ,Expedition: Männlich Geschick (40) Kampfkraft (20) ,Episch
0,190628,Bäcker,,GuildhouseItem,, Bäckerei ,Produkt ersetzen(Mehl => Getreide) ,Expedition: Männlich Geschick (10) ,Gewöhnlich
0,190632,"Marie-Antoine, PÃ¢tissier Royale",,GuildhouseItem,, Bäckerei ,Produktion(50%) Zusatzprodukte:  Trauben(6) Schokolade(5) ,Expedition: Männlich Geschick (50) Redegabe (20) ,Legendär
0,190630,Tortenkünstlerin,,GuildhouseItem,, Bäckerei ,Produktion(30%) Zusatzprodukte:  Schokolade(5) ,Expedition: Weiblich Geschick (30) Glaube (10) ,Selten
0,190629,Konditor,,GuildhouseItem,, Bäckerei ,Unterhaltskosten(-50%) ,Expedition: Männlich Geschick (20) ,Ungewöhnlich
0,191899,Gekreuzte Bananensetzlinge,,GuildhouseItem,, Bananenplantage ,Produktion(25%) Fruchtbarkeit bereitgestellt(Bananen--Fruchtbarkeit) ,,Episch
0,191898,Qualitäts-Bananensetzlinge,,GuildhouseItem,, Bananenplantage ,Fruchtbarkeit bereitgestellt(Bananen--Fruchtbarkeit) ,,Selten
0,191897,Bananensetzlinge,,GuildhouseItem,, Bananenplantage ,Produktion(-15%) Fruchtbarkeit bereitgestellt(Bananen--Fruchtbarkeit) ,,Ungewöhnlich
0,136823,Schneller reich werden: Band II: Ist die Banane wirklich krum?,,GuildhouseItem,, Baumschule: Konfitüre  Baumschule: Zitrusfrüchte  Baumschule: Kirschbaumholz  Weinberg ,Zusatzprodukte:  Zucker(3) Unterhaltskosten(10%) Arbeitskräfte(10%) ,,Selten
0,190939,Gekreuzte Baumwollsamen,,GuildhouseItem,, Baumwollplantage ,Produktion(25%) Fruchtbarkeit bereitgestellt(Baumwoll--Fruchtbarkeit) ,,Episch
0,190938,Qualitäts-Baumwollsamen,,GuildhouseItem,, Baumwollplantage ,Fruchtbarkeit bereitgestellt(Baumwoll--Fruchtbarkeit) ,,Selten
0,190937,Baumwollsamen,,GuildhouseItem,, Baumwollplantage ,Produktion(-15%) Fruchtbarkeit bereitgestellt(Baumwoll--Fruchtbarkeit) ,,Ungewöhnlich
0,191460,Maurerin,,GuildhouseItem,, Betonwerk ,Unterhaltskosten(-20%) ,Expedition: Weiblich Geschick (10) ,Gewöhnlich
0,191462,Zementierer,,GuildhouseItem,, Betonwerk ,Produkt ersetzen(Zement => Lehm) ,Expedition: Männlich Geschick (20) ,Ungewöhnlich
0,116176,Wasserspender,The Passage,GuildhouseItem,, Brauerei  Schnapsbrennerei  Sektkellerei  Rumbrennerei  Kaffeerösterei  Fortschrittliche Kaffeerösterei  Fortschrittliche Rumbrennerei  Teewürzerei  Hacienda- Rumbrennerei  Hacienda- Bierbrauerei  Hacienda- Atole-Fabrik  Hacienda- Schnapsbrennerei  Hacienda- Chilisaucenfabrik  Mezcal-Ausschank ,Produktion(30%) Unterhaltskosten(-25%) ,Expedition: Geschick (25) ,Selten
0,191309,Optometrist Otto,,GuildhouseItem,, Brillenfabrik ,Produktion(40%) Zusatzprodukte:  Glas(4) ,Expedition: Männlich Geschick (40) Heilkunst (20) ,Episch
0,191306,Brillenmacherin,,GuildhouseItem,, Brillenfabrik ,Unterhaltskosten(-10%) ,Expedition: Weiblich Geschick (10) ,Gewöhnlich
0,191310,"Gerhard Fuchs, vom patentierten Augenglas",,GuildhouseItem,, Brillenfabrik ,Produktion(50%) Zusatzprodukte:  Taschenuhren(3) Produkt ersetzen(Messing => Holz) ,Expedition: Männlich Geschick (50) Heilkunst (30) ,Legendär
0,191308,Linsendesignerin,,GuildhouseItem,, Brillenfabrik ,Produktion(30%) Attraktivität(3) ,Expedition: Weiblich Geschick (30) Heilkunst (10) ,Selten
0,191307,Optiker,,GuildhouseItem,, Brillenfabrik ,Arbeitskräfte(-20%) ,Expedition: Männlich Geschick (20) ,Ungewöhnlich
0,125045,Industrielle Bindemaschine,Land of Lions,GuildhouseItem,, Buchmalerei ,Produktion(40%) Arbeitskräfte(-25%) ,Expedition: Geschick (15) ,Episch
0,125133,Giorgis der angesehene Hymnenkomponist,Land of Lions,GuildhouseItem,, Buchmalerei ,Produktion(50%) Zusatzprodukte:  Chroniken(5) Laternen(10) ,Expedition: Männlich Redegabe (45) Glaube (30) ,Legendär
0,125044,Buchbinderrahmen,Land of Lions,GuildhouseItem,, Buchmalerei ,Produktion(35%) ,Expedition: Geschick (10) ,Selten
0,125043,Enbesanischer Buchbinderei-Werkzeugsatz,Land of Lions,GuildhouseItem,, Buchmalerei ,Produktion(25%) Arbeitskräfte(20%) ,Expedition: Geschick (5) ,Ungewöhnlich
0,8154,Dosenverschließer,,GuildhouseItem,, Calamares-Fischerei ,Zusatzprodukte:  Fleischkonserven(5) Produkt ersetzen(Wasser => Eisen) Unterhaltskosten(350%) Arbeitskräfte(100%) ,Expedition: Geschick (25) ,Legendär
0,136827,"Schneller reich werden, Band IV: Kein Mist",,GuildhouseItem,, Chemiefabrik: Limonade  Chemiefabrik: Kaugummi  Manufaktur: Cognac  Alle Getränkehersteller  Hacienda-Düngerwerk  Industrielle Ölpresse  Eiscreme-Fabrik  Arsenal: Medizin ,Produktion(20%) Zusatzprodukte:  Ethanol(4) Unterhaltskosten(30%) Arbeitskräfte(20%) ,,Episch
0,136746,Neuverschmelzung,,GuildhouseItem,, Chemiefabrik: Shampoo  Chemiefabrik: Souvenirs  Hacienda-Düngerwerk  Arsenal: Medizin ,Produktion(20%) Zusatzprodukte:  Salpeter(7) Talg(4) Dynamit(11) Unterhaltskosten(15%) Arbeitskräfte(15%) ,,Selten
0,191420,Susannah die Dampfingenieurin,,GuildhouseItem,, Dampfwagenfabrik ,Zusatzprodukte:  Glühbirnen(4) Produkt ersetzen(Dampfmaschinen => Glühfäden) ,Expedition: Weiblich Geschick (45) ,Episch
0,191412,Stellmacher,,GuildhouseItem,, Dampfwagenfabrik ,Arbeitskräfte(-15%) ,Expedition: Männlich Geschick (15) ,Gewöhnlich
0,8351,Maria Maravilla,New World Rising,GuildhouseItem,, Dampfwagenfabrik ,Produktion(15%) Zusatzprodukte:  Dampfwagen(3) Motorroller(4) Produkt ersetzen(Dampfmaschinen => Motor) Unterhaltskosten(60%) Arbeitskräfte(50%) ,Expedition: Weiblich Geschick (25) ,Selten
0,191418,Dampfingenieur,,GuildhouseItem,, Dampfwagenfabrik ,Zusatzprodukte:  Hochräder(5) Unterhaltskosten(-20%) ,Expedition: Männlich Geschick (35) Pirat ,Selten
0,191416,Maschinist,,GuildhouseItem,, Dampfwagenfabrik ,Produktion(20%) ,Expedition: Männlich Geschick (25) ,Ungewöhnlich
0,190889,Porthampton-Massenmontageband,,GuildhouseItem,, Dampfwagenfabrik  Motorroller-Fabrik ,Produktion(60%) Arbeitskräfte(-20%) Brandgefahr(30%) ,Expedition: Geschick (20) ,Episch
0,190888,Montageband,,GuildhouseItem,, Dampfwagenfabrik  Motorroller-Fabrik ,Produktion(50%) Brandgefahr(50%) ,Expedition: Geschick (15) ,Selten
0,190887,Fließband,,GuildhouseItem,, Dampfwagenfabrik  Motorroller-Fabrik ,Produktion(40%) Brandgefahr(70%) ,Expedition: Geschick (10) ,Ungewöhnlich
0,191426,Glasbläser,,GuildhouseItem,, Fensterfabrik ,Produktion(10%) ,Expedition: Männlich Geschick (15) ,Gewöhnlich
0,191428,Glasmacher,,GuildhouseItem,, Fensterfabrik ,Produkt ersetzen(Glas => Quarzsand) ,Expedition: Männlich Geschick (25) ,Ungewöhnlich
0,24192,Mondscheinkoralle,,GuildhouseItem,, Fischbestände ,,,Episch
0,24191,Zenitkoralle,,GuildhouseItem,, Fischbestände ,,,Selten
0,24179,Sonnenaufgangskoralle,,GuildhouseItem,, Fischbestände ,,,Ungewöhnlich
0,24064,Meeresbiologin,,GuildhouseItem,, Fischerei ,Zusatzprodukte:  Fische(4) Arbeitskräfte(10%) ,,Selten
0,24065,Algologe,,GuildhouseItem,, Fischerei ,Arbeitskräfte(10%) ,,Selten
0,24043,Treibgutfilter,,GuildhouseItem,, Fischerei ,Produktion(-20%) ,,Ungewöhnlich
0,24044,Fortschrittlicher Treibgutfilter,,GuildhouseItem,, Fischerei ,Produktion(-30%) ,,Ungewöhnlich
0,24061,Anglerin,,GuildhouseItem,, Fischerei ,Produktion(20%) ,,Ungewöhnlich
0,112375,Der TurbiNateur,SunkenTreasure,GuildhouseItem,, Geschützfabrik  Motorenfabrik  Dampfwagenfabrik  Hochrad--Werkhalle  Uhrenwerkstatt  Phonographenfabrik  Motorenfabrik  Motorroller-Fabrik  Ventilator-Fabrik  Arsenal: Polizeiausrüstung ,Brandgefahr(100%) Aufstandsgefahr(50%) liefert Elektrizität ,,Episch
0,112376,Nates ultimative Energiematrix,SunkenTreasure,GuildhouseItem,, Geschützfabrik  Motorenfabrik  Dampfwagenfabrik  Hochrad--Werkhalle  Uhrenwerkstatt  Phonographenfabrik  Motorenfabrik  Motorroller-Fabrik  Ventilator-Fabrik  Arsenal: Polizeiausrüstung ,Brandgefahr(50%) Aufstandsgefahr(30%) liefert Elektrizität ,,Legendär
0,112374,Nates simple Kraftmaschine,SunkenTreasure,GuildhouseItem,, Geschützfabrik  Motorenfabrik  Dampfwagenfabrik  Hochrad--Werkhalle  Uhrenwerkstatt  Phonographenfabrik  Motorenfabrik  Motorroller-Fabrik  Ventilator-Fabrik  Arsenal: Polizeiausrüstung ,Brandgefahr(150%) Aufstandsgefahr(70%) liefert Elektrizität ,,Selten
0,190917,Gekreuztes Getreidesaatgut,,GuildhouseItem,, Getreidefarm  Hacienda- Getreidefarm ,Produktion(25%) Fruchtbarkeit bereitgestellt(Getreide--Fruchtbarkeit) ,,Episch
0,190916,Qualitäts-Getreidesaatgut,,GuildhouseItem,, Getreidefarm  Hacienda- Getreidefarm ,Fruchtbarkeit bereitgestellt(Getreide--Fruchtbarkeit) ,,Selten
0,190915,Getreidesaatgut,,GuildhouseItem,, Getreidefarm  Hacienda- Getreidefarm ,Produktion(-15%) Fruchtbarkeit bereitgestellt(Getreide--Fruchtbarkeit) ,,Ungewöhnlich
0,190745,Anbauerin,,GuildhouseItem,, Getreidefarm  Paprikafarm  Hacienda- Getreidefarm ,Produktion(10%) ,Expedition: Weiblich Geschick (10) ,Gewöhnlich
